source_counterparty_id,relationship_type,target_id,metric
CP-00291,UltimateBeneficialOwner,P-00291,1
CP-00292,TransactedWith,CP-00309,100292
CP-00292,UltimateBeneficialOwner,P-00292,1
CP-00293,TransactedWith,CP-00310,100293
CP-00293,UltimateBeneficialOwner,P-00293,1
CP-00294,TransactedWith,CP-00311,100294
CP-00294,UltimateBeneficialOwner,P-00294,1
CP-00295,TransactedWith,CP-00312,100295
CP-00295,UltimateBeneficialOwner,P-00295,1
CP-00296,TransactedWith,CP-00313,100296
CP-00296,UltimateBeneficialOwner,P-00296,1
CP-00297,TransactedWith,CP-00314,100297
CP-00297,UltimateBeneficialOwner,P-00297,1
CP-00298,TransactedWith,CP-00315,100298
CP-00298,UltimateBeneficialOwner,P-00298,1
CP-00299,TransactedWith,CP-00316,100299
CP-00299,UltimateBeneficialOwner,P-00299,1
CP-00300,TransactedWith,CP-00317,100300
CP-00300,UltimateBeneficialOwner,P-00300,1
CP-00301,TransactedWith,CP-00318,100301
CP-00301,UltimateBeneficialOwner,P-00301,1
CP-00302,TransactedWith,CP-00319,100302
CP-00302,UltimateBeneficialOwner,P-00302,1
CP-00303,TransactedWith,CP-00320,100303
CP-00303,UltimateBeneficialOwner,P-00303,1
CP-00304,TransactedWith,CP-00321,100304
CP-00304,UltimateBeneficialOwner,P-00304,1
CP-00305,TransactedWith,CP-00322,100305
CP-00305,UltimateBeneficialOwner,P-00305,1
CP-00306,TransactedWith,CP-00323,100306
CP-00306,UltimateBeneficialOwner,P-00306,1
CP-00307,TransactedWith,CP-00324,100307
CP-00307,UltimateBeneficialOwner,P-00307,1
CP-00308,TransactedWith,CP-00325,100308
CP-00308,UltimateBeneficialOwner,P-00308,1
CP-00309,TransactedWith,CP-00326,100309
CP-00309,UltimateBeneficialOwner,P-00309,1
CP-00310,TransactedWith,CP-00327,100310
CP-00310,UltimateBeneficialOwner,P-00310,1
CP-00311,TransactedWith,CP-00328,100311
CP-00311,UltimateBeneficialOwner,P-00311,1
CP-00312,TransactedWith,CP-00329,100312
CP-00312,UltimateBeneficialOwner,P-00312,1
CP-00313,TransactedWith,CP-00330,100313
CP-00313,UltimateBeneficialOwner,P-00313,1
CP-00314,TransactedWith,CP-00331,100314
CP-00314,UltimateBeneficialOwner,P-00314,1
CP-00315,TransactedWith,CP-00332,100315
CP-00315,UltimateBeneficialOwner,P-00315,1
CP-00316,TransactedWith,CP-00333,100316
CP-00316,UltimateBeneficialOwner,P-00316,1
CP-00317,TransactedWith,CP-00334,100317
CP-00317,UltimateBeneficialOwner,P-00317,1
CP-00318,TransactedWith,CP-00335,100318
CP-00318,UltimateBeneficialOwner,P-00318,1
CP-00319,TransactedWith,CP-00336,100319
CP-00319,UltimateBeneficialOwner,P-00319,1
CP-00320,TransactedWith,CP-00337,100320
CP-00320,UltimateBeneficialOwner,P-00320,1
CP-00321,TransactedWith,CP-00338,100321
CP-00321,UltimateBeneficialOwner,P-00321,1
CP-00322,TransactedWith,CP-00339,100322
CP-00322,UltimateBeneficialOwner,P-00322,1
CP-00323,TransactedWith,CP-00340,100323
CP-00323,UltimateBeneficialOwner,P-00323,1
CP-00324,TransactedWith,CP-00341,100324
CP-00324,UltimateBeneficialOwner,P-00324,1
CP-00325,TransactedWith,CP-00342,100325
CP-00325,UltimateBeneficialOwner,P-00325,1
CP-00326,TransactedWith,CP-00343,100326
CP-00326,UltimateBeneficialOwner,P-00326,1
CP-00327,TransactedWith,CP-00344,100327
CP-00327,UltimateBeneficialOwner,P-00327,1
CP-00328,TransactedWith,CP-00345,100328
CP-00328,UltimateBeneficialOwner,P-00328,1
CP-00329,TransactedWith,CP-00346,100329
CP-00329,UltimateBeneficialOwner,P-00329,1
CP-00330,TransactedWith,CP-00347,100330
CP-00330,UltimateBeneficialOwner,P-00330,1
CP-00331,TransactedWith,CP-00348,100331
CP-00331,UltimateBeneficialOwner,P-00331,1
CP-00332,TransactedWith,CP-00349,100332
CP-00332,UltimateBeneficialOwner,P-00332,1
CP-00333,TransactedWith,CP-00350,100333
CP-00333,UltimateBeneficialOwner,P-00333,1
CP-00334,TransactedWith,CP-00351,100334
CP-00334,UltimateBeneficialOwner,P-00334,1
CP-00335,TransactedWith,CP-00352,100335
CP-00335,UltimateBeneficialOwner,P-00335,1
CP-00336,TransactedWith,CP-00353,100336
CP-00336,UltimateBeneficialOwner,P-00336,1
CP-00337,TransactedWith,CP-00354,100337
CP-00337,UltimateBeneficialOwner,P-00337,1
CP-00338,TransactedWith,CP-00355,100338
CP-00338,UltimateBeneficialOwner,P-00338,1
CP-00339,TransactedWith,CP-00356,100339
CP-00339,UltimateBeneficialOwner,P-00339,1
CP-00340,TransactedWith,CP-00357,100340
CP-00340,UltimateBeneficialOwner,P-00340,1
CP-00341,TransactedWith,CP-00358,100341
CP-00341,UltimateBeneficialOwner,P-00341,1
CP-00342,TransactedWith,CP-00359,100342
CP-00342,UltimateBeneficialOwner,P-00342,1
CP-00343,TransactedWith,CP-00360,100343
CP-00343,UltimateBeneficialOwner,P-00343,1
CP-00344,TransactedWith,CP-00361,100344
CP-00344,UltimateBeneficialOwner,P-00344,1
CP-00345,TransactedWith,CP-00362,100345
CP-00345,UltimateBeneficialOwner,P-00345,1
CP-00346,TransactedWith,CP-00363,100346
CP-00346,UltimateBeneficialOwner,P-00346,1
CP-00347,TransactedWith,CP-00364,100347
CP-00347,UltimateBeneficialOwner,P-00347,1
CP-00348,TransactedWith,CP-00365,100348
CP-00348,UltimateBeneficialOwner,P-00348,1
CP-00349,TransactedWith,CP-00366,100349
CP-00349,UltimateBeneficialOwner,P-00349,1
CP-00350,TransactedWith,CP-00367,100350
CP-00350,UltimateBeneficialOwner,P-00350,1
CP-00351,TransactedWith,CP-00368,100351
CP-00351,UltimateBeneficialOwner,P-00351,1
CP-00352,TransactedWith,CP-00369,100352
CP-00352,UltimateBeneficialOwner,P-00352,1
CP-00353,TransactedWith,CP-00370,100353
CP-00353,UltimateBeneficialOwner,P-00353,1
CP-00354,TransactedWith,CP-00371,100354
CP-00354,UltimateBeneficialOwner,P-00354,1
CP-00355,TransactedWith,CP-00372,100355
CP-00355,UltimateBeneficialOwner,P-00355,1
CP-00356,TransactedWith,CP-00373,100356
CP-00356,UltimateBeneficialOwner,P-00356,1
CP-00357,TransactedWith,CP-00374,100357
CP-00357,UltimateBeneficialOwner,P-00357,1
CP-00358,TransactedWith,CP-00375,100358
CP-00358,UltimateBeneficialOwner,P-00358,1
CP-00359,TransactedWith,CP-00376,100359
CP-00359,UltimateBeneficialOwner,P-00359,1
CP-00360,TransactedWith,CP-00377,100360
CP-00360,UltimateBeneficialOwner,P-00360,1
CP-00361,TransactedWith,CP-00378,100361
CP-00361,UltimateBeneficialOwner,P-00361,1
CP-00362,TransactedWith,CP-00379,100362
CP-00362,UltimateBeneficialOwner,P-00362,1
CP-00363,TransactedWith,CP-00380,100363
CP-00363,UltimateBeneficialOwner,P-00363,1
CP-00364,TransactedWith,CP-00381,100364
CP-00364,UltimateBeneficialOwner,P-00364,1
CP-00365,TransactedWith,CP-00382,100365
CP-00365,UltimateBeneficialOwner,P-00365,1
CP-00366,TransactedWith,CP-00383,100366
CP-00366,UltimateBeneficialOwner,P-00366,1
CP-00367,TransactedWith,CP-00384,100367
CP-00367,UltimateBeneficialOwner,P-00367,1
CP-00368,TransactedWith,CP-00385,100368
CP-00368,UltimateBeneficialOwner,P-00368,1
CP-00369,TransactedWith,CP-00386,100369
CP-00369,UltimateBeneficialOwner,P-00369,1
CP-00370,TransactedWith,CP-00387,100370
CP-00370,UltimateBeneficialOwner,P-00370,1
CP-00371,TransactedWith,CP-00388,100371
CP-00371,UltimateBeneficialOwner,P-00371,1
CP-00372,TransactedWith,CP-00389,100372
CP-00372,UltimateBeneficialOwner,P-00372,1
CP-00373,TransactedWith,CP-00390,100373
CP-00373,UltimateBeneficialOwner,P-00373,1
CP-00374,TransactedWith,CP-00391,100374
CP-00374,UltimateBeneficialOwner,P-00374,1
CP-00375,TransactedWith,CP-00392,100375
CP-00375,UltimateBeneficialOwner,P-00375,1
CP-00376,TransactedWith,CP-00393,100376
CP-00376,UltimateBeneficialOwner,P-00376,1
CP-00377,TransactedWith,CP-00394,100377
CP-00377,UltimateBeneficialOwner,P-00377,1
CP-00378,TransactedWith,CP-00395,100378
CP-00378,UltimateBeneficialOwner,P-00378,1
CP-00379,TransactedWith,CP-00396,100379
CP-00379,UltimateBeneficialOwner,P-00379,1
CP-00380,TransactedWith,CP-00397,100380
CP-00380,UltimateBeneficialOwner,P-00380,1
CP-00381,TransactedWith,CP-00398,100381
CP-00381,UltimateBeneficialOwner,P-00381,1
CP-00382,TransactedWith,CP-00399,100382
CP-00382,UltimateBeneficialOwner,P-00382,1
CP-00383,TransactedWith,CP-00400,100383
CP-00383,UltimateBeneficialOwner,P-00383,1
CP-00384,TransactedWith,CP-00401,100384
CP-00384,UltimateBeneficialOwner,P-00384,1
CP-00385,TransactedWith,CP-00402,100385
CP-00385,UltimateBeneficialOwner,P-00385,1
CP-00386,TransactedWith,CP-00403,100386
CP-00386,UltimateBeneficialOwner,P-00386,1
CP-00387,TransactedWith,CP-00404,100387
CP-00387,UltimateBeneficialOwner,P-00387,1
CP-00388,TransactedWith,CP-00405,100388
CP-00388,UltimateBeneficialOwner,P-00388,1
CP-00389,TransactedWith,CP-00406,100389
CP-00389,UltimateBeneficialOwner,P-00389,1
CP-00390,TransactedWith,CP-00407,100390
CP-00390,UltimateBeneficialOwner,P-00390,1
CP-00391,TransactedWith,CP-00408,100391
CP-00391,UltimateBeneficialOwner,P-00391,1
CP-00392,TransactedWith,CP-00409,100392
CP-00392,UltimateBeneficialOwner,P-00392,1
CP-00393,TransactedWith,CP-00410,100393
CP-00393,UltimateBeneficialOwner,P-00393,1
CP-00394,TransactedWith,CP-00411,100394
CP-00394,UltimateBeneficialOwner,P-00394,1
CP-00395,TransactedWith,CP-00412,100395
CP-00395,UltimateBeneficialOwner,P-00395,1
CP-00396,TransactedWith,CP-00413,100396
CP-00396,UltimateBeneficialOwner,P-00396,1
CP-00397,TransactedWith,CP-00414,100397
CP-00397,UltimateBeneficialOwner,P-00397,1
CP-00398,TransactedWith,CP-00415,100398
CP-00398,UltimateBeneficialOwner,P-00398,1
CP-00399,TransactedWith,CP-00416,100399
CP-00399,UltimateBeneficialOwner,P-00399,1
CP-00400,TransactedWith,CP-00417,100400
CP-00400,UltimateBeneficialOwner,P-00400,1
CP-00401,TransactedWith,CP-00418,100401
CP-00401,UltimateBeneficialOwner,P-00401,1
CP-00402,TransactedWith,CP-00419,100402
CP-00402,UltimateBeneficialOwner,P-00402,1
CP-00403,TransactedWith,CP-00420,100403
CP-00403,UltimateBeneficialOwner,P-00403,1
CP-00404,TransactedWith,CP-00421,100404
CP-00404,UltimateBeneficialOwner,P-00404,1
CP-00405,TransactedWith,CP-00422,100405
CP-00405,UltimateBeneficialOwner,P-00405,1
CP-00406,TransactedWith,CP-00423,100406
CP-00406,UltimateBeneficialOwner,P-00406,1
CP-00407,TransactedWith,CP-00424,100407
CP-00407,UltimateBeneficialOwner,P-00407,1
CP-00408,TransactedWith,CP-00425,100408
CP-00408,UltimateBeneficialOwner,P-00408,1
CP-00409,TransactedWith,CP-00426,100409
CP-00409,UltimateBeneficialOwner,P-00409,1
CP-00410,TransactedWith,CP-00427,100410
CP-00410,UltimateBeneficialOwner,P-00410,1
CP-00411,TransactedWith,CP-00428,100411
CP-00411,UltimateBeneficialOwner,P-00411,1
CP-00412,TransactedWith,CP-00429,100412
CP-00412,UltimateBeneficialOwner,P-00412,1
CP-00413,TransactedWith,CP-00430,100413
CP-00413,UltimateBeneficialOwner,P-00413,1
CP-00414,TransactedWith,CP-00431,100414
CP-00414,UltimateBeneficialOwner,P-00414,1
CP-00415,TransactedWith,CP-00432,100415
CP-00415,UltimateBeneficialOwner,P-00415,1
CP-00416,TransactedWith,CP-00433,100416
CP-00416,UltimateBeneficialOwner,P-00416,1
CP-00417,TransactedWith,CP-00434,100417
CP-00417,UltimateBeneficialOwner,P-00417,1
CP-00418,TransactedWith,CP-00435,100418
CP-00418,UltimateBeneficialOwner,P-00418,1
CP-00419,TransactedWith,CP-00436,100419
CP-00419,UltimateBeneficialOwner,P-00419,1
CP-00420,TransactedWith,CP-00437,100420
CP-00420,UltimateBeneficialOwner,P-00420,1
CP-00421,TransactedWith,CP-00438,100421
CP-00421,UltimateBeneficialOwner,P-00421,1
CP-00422,TransactedWith,CP-00439,100422
CP-00422,UltimateBeneficialOwner,P-00422,1
CP-00423,TransactedWith,CP-00440,100423
CP-00423,UltimateBeneficialOwner,P-00423,1
CP-00424,TransactedWith,CP-00441,100424
CP-00424,UltimateBeneficialOwner,P-00424,1
CP-00425,TransactedWith,CP-00442,100425
CP-00425,UltimateBeneficialOwner,P-00425,1
CP-00426,TransactedWith,CP-00443,100426
CP-00426,UltimateBeneficialOwner,P-00426,1
CP-00427,TransactedWith,CP-00444,100427
CP-00427,UltimateBeneficialOwner,P-00427,1
CP-00428,TransactedWith,CP-00445,100428
CP-00428,UltimateBeneficialOwner,P-00428,1
CP-00429,TransactedWith,CP-00446,100429
CP-00429,UltimateBeneficialOwner,P-00429,1
CP-00430,TransactedWith,CP-00447,100430
CP-00430,UltimateBeneficialOwner,P-00430,1
CP-00431,TransactedWith,CP-00448,100431
CP-00431,UltimateBeneficialOwner,P-00431,1
CP-00432,TransactedWith,CP-00449,100432
CP-00432,UltimateBeneficialOwner,P-00432,1
CP-00433,TransactedWith,CP-00450,100433
CP-00433,UltimateBeneficialOwner,P-00433,1
CP-00434,TransactedWith,CP-00451,100434
CP-00434,UltimateBeneficialOwner,P-00434,1
CP-00435,TransactedWith,CP-00452,100435
CP-00435,UltimateBeneficialOwner,P-00435,1
CP-00436,TransactedWith,CP-00453,100436
CP-00436,UltimateBeneficialOwner,P-00436,1
CP-00437,TransactedWith,CP-00454,100437
CP-00437,UltimateBeneficialOwner,P-00437,1
CP-00438,TransactedWith,CP-00455,100438
CP-00438,UltimateBeneficialOwner,P-00438,1
CP-00439,TransactedWith,CP-00456,100439
CP-00439,UltimateBeneficialOwner,P-00439,1
CP-00440,TransactedWith,CP-00457,100440
CP-00440,UltimateBeneficialOwner,P-00440,1
CP-00441,TransactedWith,CP-00458,100441
CP-00441,UltimateBeneficialOwner,P-00441,1
CP-00442,TransactedWith,CP-00459,100442
CP-00442,UltimateBeneficialOwner,P-00442,1
CP-00443,TransactedWith,CP-00460,100443
CP-00443,UltimateBeneficialOwner,P-00443,1
CP-00444,TransactedWith,CP-00461,100444
CP-00444,UltimateBeneficialOwner,P-00444,1
CP-00445,TransactedWith,CP-00462,100445
CP-00445,UltimateBeneficialOwner,P-00445,1
CP-00446,TransactedWith,CP-00463,100446
CP-00446,UltimateBeneficialOwner,P-00446,1
CP-00447,TransactedWith,CP-00464,100447
CP-00447,UltimateBeneficialOwner,P-00447,1
CP-00448,TransactedWith,CP-00465,100448
CP-00448,UltimateBeneficialOwner,P-00448,1
CP-00449,TransactedWith,CP-00466,100449
CP-00449,UltimateBeneficialOwner,P-00449,1
CP-00450,TransactedWith,CP-00467,100450
CP-00450,UltimateBeneficialOwner,P-00450,1
CP-00451,TransactedWith,CP-00468,100451
CP-00451,UltimateBeneficialOwner,P-00451,1
CP-00452,TransactedWith,CP-00469,100452
CP-00452,UltimateBeneficialOwner,P-00452,1
CP-00453,TransactedWith,CP-00470,100453
CP-00453,UltimateBeneficialOwner,P-00453,1
CP-00454,TransactedWith,CP-00471,100454
CP-00454,UltimateBeneficialOwner,P-00454,1
CP-00455,TransactedWith,CP-00472,100455
CP-00455,UltimateBeneficialOwner,P-00455,1
CP-00456,TransactedWith,CP-00473,100456
CP-00456,UltimateBeneficialOwner,P-00456,1
CP-00457,TransactedWith,CP-00474,100457
CP-00457,UltimateBeneficialOwner,P-00457,1
CP-00458,TransactedWith,CP-00475,100458
CP-00458,UltimateBeneficialOwner,P-00458,1
CP-00459,TransactedWith,CP-00476,100459
CP-00459,UltimateBeneficialOwner,P-00459,1
CP-00460,TransactedWith,CP-00477,100460
CP-00460,UltimateBeneficialOwner,P-00460,1
CP-00461,TransactedWith,CP-00478,100461
CP-00461,UltimateBeneficialOwner,P-00461,1
CP-00462,TransactedWith,CP-00479,100462
CP-00462,UltimateBeneficialOwner,P-00462,1
CP-00463,TransactedWith,CP-00480,100463
CP-00463,UltimateBeneficialOwner,P-00463,1
CP-00464,TransactedWith,CP-00481,100464
CP-00464,UltimateBeneficialOwner,P-00464,1
CP-00465,TransactedWith,CP-00482,100465
CP-00465,UltimateBeneficialOwner,P-00465,1
CP-00466,TransactedWith,CP-00483,100466
CP-00466,UltimateBeneficialOwner,P-00466,1
CP-00467,TransactedWith,CP-00484,100467
CP-00467,UltimateBeneficialOwner,P-00467,1
CP-00468,TransactedWith,CP-00485,100468
CP-00468,UltimateBeneficialOwner,P-00468,1
CP-00469,TransactedWith,CP-00486,100469
CP-00469,UltimateBeneficialOwner,P-00469,1
CP-00470,TransactedWith,CP-00487,100470
CP-00470,UltimateBeneficialOwner,P-00470,1
CP-00471,TransactedWith,CP-00488,100471
CP-00471,UltimateBeneficialOwner,P-00471,1
CP-00472,TransactedWith,CP-00489,100472
CP-00472,UltimateBeneficialOwner,P-00472,1
CP-00473,TransactedWith,CP-00490,100473
CP-00473,UltimateBeneficialOwner,P-00473,1
CP-00474,TransactedWith,CP-00491,100474
CP-00474,UltimateBeneficialOwner,P-00474,1
CP-00475,TransactedWith,CP-00492,100475
CP-00475,UltimateBeneficialOwner,P-00475,1
CP-00476,TransactedWith,CP-00493,100476
CP-00476,UltimateBeneficialOwner,P-00476,1
CP-00477,TransactedWith,CP-00494,100477
CP-00477,UltimateBeneficialOwner,P-00477,1
CP-00478,TransactedWith,CP-00495,100478
CP-00478,UltimateBeneficialOwner,P-00478,1
CP-00479,TransactedWith,CP-00496,100479
CP-00479,UltimateBeneficialOwner,P-00479,1
CP-00480,TransactedWith,CP-00497,100480
CP-00480,UltimateBeneficialOwner,P-00480,1
CP-00481,TransactedWith,CP-00498,100481
CP-00481,UltimateBeneficialOwner,P-00481,1
CP-00482,TransactedWith,CP-00499,100482
CP-00482,UltimateBeneficialOwner,P-00482,1
CP-00483,TransactedWith,CP-00500,100483
CP-00483,UltimateBeneficialOwner,P-00483,1
CP-00484,TransactedWith,CP-00501,100484
CP-00484,UltimateBeneficialOwner,P-00484,1
CP-00485,TransactedWith,CP-00502,100485
CP-00485,UltimateBeneficialOwner,P-00485,1
CP-00486,TransactedWith,CP-00503,100486
CP-00486,UltimateBeneficialOwner,P-00486,1
CP-00487,TransactedWith,CP-00504,100487
CP-00487,UltimateBeneficialOwner,P-00487,1
CP-00488,TransactedWith,CP-00505,100488
CP-00488,UltimateBeneficialOwner,P-00488,1
CP-00489,TransactedWith,CP-00506,100489
CP-00489,UltimateBeneficialOwner,P-00489,1
CP-00490,TransactedWith,CP-00507,100490
CP-00490,UltimateBeneficialOwner,P-00490,1
CP-00491,TransactedWith,CP-00508,100491
CP-00491,UltimateBeneficialOwner,P-00491,1
CP-00492,TransactedWith,CP-00509,100492
CP-00492,UltimateBeneficialOwner,P-00492,1
CP-00493,TransactedWith,CP-00510,100493
CP-00493,UltimateBeneficialOwner,P-00493,1
CP-00494,TransactedWith,CP-00511,100494
CP-00494,UltimateBeneficialOwner,P-00494,1
CP-00495,TransactedWith,CP-00512,100495
CP-00495,UltimateBeneficialOwner,P-00495,1
CP-00496,TransactedWith,CP-00513,100496
CP-00496,UltimateBeneficialOwner,P-00496,1
CP-00497,TransactedWith,CP-00514,100497
CP-00497,UltimateBeneficialOwner,P-00497,1
CP-00498,TransactedWith,CP-00515,100498
CP-00498,UltimateBeneficialOwner,P-00498,1
CP-00499,TransactedWith,CP-00516,100499
CP-00499,UltimateBeneficialOwner,P-00499,1
CP-00500,TransactedWith,CP-00517,100500
CP-00500,UltimateBeneficialOwner,P-00500,1
CP-00501,TransactedWith,CP-00518,100501
CP-00501,UltimateBeneficialOwner,P-00501,1
CP-00502,TransactedWith,CP-00519,100502
CP-00502,UltimateBeneficialOwner,P-00502,1
CP-00503,TransactedWith,CP-00520,100503
CP-00503,UltimateBeneficialOwner,P-00503,1
CP-00504,TransactedWith,CP-00521,100504
CP-00504,UltimateBeneficialOwner,P-00504,1
CP-00505,TransactedWith,CP-00522,100505
CP-00505,UltimateBeneficialOwner,P-00505,1
CP-00506,TransactedWith,CP-00523,100506
CP-00506,UltimateBeneficialOwner,P-00506,1
CP-00507,TransactedWith,CP-00524,100507
CP-00507,UltimateBeneficialOwner,P-00507,1
CP-00508,TransactedWith,CP-00525,100508
CP-00508,UltimateBeneficialOwner,P-00508,1
CP-00509,TransactedWith,CP-00526,100509
CP-00509,UltimateBeneficialOwner,P-00509,1
CP-00510,TransactedWith,CP-00527,100510
CP-00510,UltimateBeneficialOwner,P-00510,1
CP-00511,TransactedWith,CP-00528,100511
CP-00511,UltimateBeneficialOwner,P-00511,1
CP-00512,TransactedWith,CP-00529,100512
CP-00512,UltimateBeneficialOwner,P-00512,1
CP-00513,TransactedWith,CP-00530,100513
CP-00513,UltimateBeneficialOwner,P-00513,1
CP-00514,TransactedWith,CP-00531,100514
CP-00514,UltimateBeneficialOwner,P-00514,1
CP-00515,TransactedWith,CP-00532,100515
CP-00515,UltimateBeneficialOwner,P-00515,1
CP-00516,TransactedWith,CP-00533,100516
CP-00516,UltimateBeneficialOwner,P-00516,1
CP-00517,TransactedWith,CP-00534,100517
CP-00517,UltimateBeneficialOwner,P-00517,1
CP-00518,TransactedWith,CP-00535,100518
CP-00518,UltimateBeneficialOwner,P-00518,1
CP-00519,TransactedWith,CP-00536,100519
CP-00519,UltimateBeneficialOwner,P-00519,1
CP-00520,TransactedWith,CP-00537,100520
CP-00520,UltimateBeneficialOwner,P-00520,1
CP-00521,TransactedWith,CP-00538,100521
CP-00521,UltimateBeneficialOwner,P-00521,1
CP-00522,TransactedWith,CP-00539,100522
CP-00522,UltimateBeneficialOwner,P-00522,1
CP-00523,TransactedWith,CP-00540,100523
CP-00523,UltimateBeneficialOwner,P-00523,1
CP-00524,TransactedWith,CP-00541,100524
CP-00524,UltimateBeneficialOwner,P-00524,1
CP-00525,TransactedWith,CP-00542,100525
CP-00525,UltimateBeneficialOwner,P-00525,1
CP-00526,TransactedWith,CP-00543,100526
CP-00526,UltimateBeneficialOwner,P-00526,1
CP-00527,TransactedWith,CP-00544,100527
CP-00527,UltimateBeneficialOwner,P-00527,1
CP-00528,TransactedWith,CP-00545,100528
CP-00528,UltimateBeneficialOwner,P-00528,1
CP-00529,TransactedWith,CP-00546,100529
CP-00529,UltimateBeneficialOwner,P-00529,1
