counterparty_id,legal_name,jurisdiction,risk_rating,last_kyc_refresh,sanctions_hits,ubo_count,aip_grounded_risk_summary
CP-00178,Counterparty 00178 Holdings,AE,high,2025-11-04,0,3,"Grounded summary for CP-00178: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00179,Counterparty 00179 Holdings,SG,medium,2025-11-03,0,4,"Grounded summary for CP-00179: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00180,Counterparty 00180 Holdings,US,low,2025-11-02,0,1,"Grounded summary for CP-00180: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00181,Counterparty 00181 Holdings,GB,critical,2025-11-01,0,2,"Grounded summary for CP-00181: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00182,Counterparty 00182 Holdings,KY,high,2025-10-31,0,3,"Grounded summary for CP-00182: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00183,Counterparty 00183 Holdings,DE,medium,2025-10-30,0,4,"Grounded summary for CP-00183: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00184,Counterparty 00184 Holdings,AE,low,2025-10-29,0,1,"Grounded summary for CP-00184: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00185,Counterparty 00185 Holdings,SG,critical,2025-10-28,0,2,"Grounded summary for CP-00185: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00186,Counterparty 00186 Holdings,US,high,2025-10-27,0,3,"Grounded summary for CP-00186: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00187,Counterparty 00187 Holdings,GB,medium,2025-10-26,0,4,"Grounded summary for CP-00187: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00188,Counterparty 00188 Holdings,KY,low,2025-10-25,0,1,"Grounded summary for CP-00188: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00189,Counterparty 00189 Holdings,DE,critical,2025-10-24,0,2,"Grounded summary for CP-00189: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00190,Counterparty 00190 Holdings,AE,high,2025-10-23,0,3,"Grounded summary for CP-00190: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00191,Counterparty 00191 Holdings,SG,medium,2025-10-22,0,4,"Grounded summary for CP-00191: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00192,Counterparty 00192 Holdings,US,low,2025-10-21,0,1,"Grounded summary for CP-00192: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00193,Counterparty 00193 Holdings,GB,critical,2025-10-20,0,2,"Grounded summary for CP-00193: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00194,Counterparty 00194 Holdings,KY,high,2025-10-19,0,3,"Grounded summary for CP-00194: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00195,Counterparty 00195 Holdings,DE,medium,2025-10-18,0,4,"Grounded summary for CP-00195: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00196,Counterparty 00196 Holdings,AE,low,2025-10-17,0,1,"Grounded summary for CP-00196: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00197,Counterparty 00197 Holdings,SG,critical,2025-10-16,0,2,"Grounded summary for CP-00197: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00198,Counterparty 00198 Holdings,US,high,2025-10-15,0,3,"Grounded summary for CP-00198: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00199,Counterparty 00199 Holdings,GB,medium,2025-10-14,0,4,"Grounded summary for CP-00199: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00200,Counterparty 00200 Holdings,KY,low,2025-10-13,0,1,"Grounded summary for CP-00200: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00201,Counterparty 00201 Holdings,DE,critical,2025-10-12,0,2,"Grounded summary for CP-00201: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00202,Counterparty 00202 Holdings,AE,high,2025-10-11,0,3,"Grounded summary for CP-00202: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00203,Counterparty 00203 Holdings,SG,medium,2025-10-10,0,4,"Grounded summary for CP-00203: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00204,Counterparty 00204 Holdings,US,low,2025-10-09,0,1,"Grounded summary for CP-00204: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00205,Counterparty 00205 Holdings,GB,critical,2025-10-08,0,2,"Grounded summary for CP-00205: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00206,Counterparty 00206 Holdings,KY,high,2025-10-07,0,3,"Grounded summary for CP-00206: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00207,Counterparty 00207 Holdings,DE,medium,2025-10-06,0,4,"Grounded summary for CP-00207: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00208,Counterparty 00208 Holdings,AE,low,2025-10-05,0,1,"Grounded summary for CP-00208: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00209,Counterparty 00209 Holdings,SG,critical,2025-10-04,0,2,"Grounded summary for CP-00209: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00210,Counterparty 00210 Holdings,US,high,2025-10-03,0,3,"Grounded summary for CP-00210: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00211,Counterparty 00211 Holdings,GB,medium,2025-10-02,0,4,"Grounded summary for CP-00211: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00212,Counterparty 00212 Holdings,KY,low,2025-10-01,0,1,"Grounded summary for CP-00212: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00213,Counterparty 00213 Holdings,DE,critical,2025-09-30,0,2,"Grounded summary for CP-00213: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00214,Counterparty 00214 Holdings,AE,high,2025-09-29,0,3,"Grounded summary for CP-00214: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00215,Counterparty 00215 Holdings,SG,medium,2025-09-28,0,4,"Grounded summary for CP-00215: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00216,Counterparty 00216 Holdings,US,low,2025-09-27,0,1,"Grounded summary for CP-00216: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00217,Counterparty 00217 Holdings,GB,critical,2025-09-26,0,2,"Grounded summary for CP-00217: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00218,Counterparty 00218 Holdings,KY,high,2025-09-25,0,3,"Grounded summary for CP-00218: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00219,Counterparty 00219 Holdings,DE,medium,2025-09-24,0,4,"Grounded summary for CP-00219: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00220,Counterparty 00220 Holdings,AE,low,2025-09-23,0,1,"Grounded summary for CP-00220: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00221,Counterparty 00221 Holdings,SG,critical,2025-09-22,0,2,"Grounded summary for CP-00221: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00222,Counterparty 00222 Holdings,US,high,2025-09-21,0,3,"Grounded summary for CP-00222: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00223,Counterparty 00223 Holdings,GB,medium,2025-09-20,0,4,"Grounded summary for CP-00223: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00224,Counterparty 00224 Holdings,KY,low,2025-09-19,0,1,"Grounded summary for CP-00224: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00225,Counterparty 00225 Holdings,DE,critical,2025-09-18,0,2,"Grounded summary for CP-00225: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00226,Counterparty 00226 Holdings,AE,high,2025-09-17,0,3,"Grounded summary for CP-00226: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00227,Counterparty 00227 Holdings,SG,medium,2025-09-16,0,4,"Grounded summary for CP-00227: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00228,Counterparty 00228 Holdings,US,low,2025-09-15,0,1,"Grounded summary for CP-00228: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00229,Counterparty 00229 Holdings,GB,critical,2025-09-14,0,2,"Grounded summary for CP-00229: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00230,Counterparty 00230 Holdings,KY,high,2025-09-13,0,3,"Grounded summary for CP-00230: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00231,Counterparty 00231 Holdings,DE,medium,2025-09-12,0,4,"Grounded summary for CP-00231: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00232,Counterparty 00232 Holdings,AE,low,2025-09-11,0,1,"Grounded summary for CP-00232: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00233,Counterparty 00233 Holdings,SG,critical,2025-09-10,0,2,"Grounded summary for CP-00233: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00234,Counterparty 00234 Holdings,US,high,2025-09-09,0,3,"Grounded summary for CP-00234: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00235,Counterparty 00235 Holdings,GB,medium,2025-09-08,0,4,"Grounded summary for CP-00235: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00236,Counterparty 00236 Holdings,KY,low,2025-09-07,0,1,"Grounded summary for CP-00236: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00237,Counterparty 00237 Holdings,DE,critical,2025-09-06,0,2,"Grounded summary for CP-00237: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00238,Counterparty 00238 Holdings,AE,high,2025-09-05,0,3,"Grounded summary for CP-00238: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00239,Counterparty 00239 Holdings,SG,medium,2025-09-04,0,4,"Grounded summary for CP-00239: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00240,Counterparty 00240 Holdings,US,low,2025-09-03,0,1,"Grounded summary for CP-00240: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00241,Counterparty 00241 Holdings,GB,critical,2025-09-02,0,2,"Grounded summary for CP-00241: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00242,Counterparty 00242 Holdings,KY,high,2025-09-01,0,3,"Grounded summary for CP-00242: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00243,Counterparty 00243 Holdings,DE,medium,2025-08-31,0,4,"Grounded summary for CP-00243: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00244,Counterparty 00244 Holdings,AE,low,2025-08-30,0,1,"Grounded summary for CP-00244: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00245,Counterparty 00245 Holdings,SG,critical,2025-08-29,0,2,"Grounded summary for CP-00245: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00246,Counterparty 00246 Holdings,US,high,2025-08-28,0,3,"Grounded summary for CP-00246: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00247,Counterparty 00247 Holdings,GB,medium,2025-08-27,0,4,"Grounded summary for CP-00247: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00248,Counterparty 00248 Holdings,KY,low,2025-08-26,0,1,"Grounded summary for CP-00248: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00249,Counterparty 00249 Holdings,DE,critical,2025-08-25,0,2,"Grounded summary for CP-00249: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00250,Counterparty 00250 Holdings,AE,high,2025-08-24,0,3,"Grounded summary for CP-00250: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00251,Counterparty 00251 Holdings,SG,medium,2025-08-23,0,4,"Grounded summary for CP-00251: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00252,Counterparty 00252 Holdings,US,low,2025-08-22,0,1,"Grounded summary for CP-00252: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00253,Counterparty 00253 Holdings,GB,critical,2025-08-21,0,2,"Grounded summary for CP-00253: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00254,Counterparty 00254 Holdings,KY,high,2025-08-20,0,3,"Grounded summary for CP-00254: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00255,Counterparty 00255 Holdings,DE,medium,2025-08-19,0,4,"Grounded summary for CP-00255: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00256,Counterparty 00256 Holdings,AE,low,2025-08-18,0,1,"Grounded summary for CP-00256: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00257,Counterparty 00257 Holdings,SG,critical,2025-08-17,0,2,"Grounded summary for CP-00257: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00258,Counterparty 00258 Holdings,US,high,2025-08-16,0,3,"Grounded summary for CP-00258: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00259,Counterparty 00259 Holdings,GB,medium,2025-08-15,0,4,"Grounded summary for CP-00259: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00260,Counterparty 00260 Holdings,KY,low,2025-08-14,0,1,"Grounded summary for CP-00260: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00261,Counterparty 00261 Holdings,DE,critical,2025-08-13,0,2,"Grounded summary for CP-00261: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00262,Counterparty 00262 Holdings,AE,high,2025-08-12,0,3,"Grounded summary for CP-00262: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00263,Counterparty 00263 Holdings,SG,medium,2025-08-11,0,4,"Grounded summary for CP-00263: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00264,Counterparty 00264 Holdings,US,low,2025-08-10,0,1,"Grounded summary for CP-00264: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00265,Counterparty 00265 Holdings,GB,critical,2025-08-09,0,2,"Grounded summary for CP-00265: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00266,Counterparty 00266 Holdings,KY,high,2025-08-08,0,3,"Grounded summary for CP-00266: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00267,Counterparty 00267 Holdings,DE,medium,2025-08-07,0,4,"Grounded summary for CP-00267: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00268,Counterparty 00268 Holdings,AE,low,2025-08-06,0,1,"Grounded summary for CP-00268: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00269,Counterparty 00269 Holdings,SG,critical,2025-08-05,0,2,"Grounded summary for CP-00269: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00270,Counterparty 00270 Holdings,US,high,2025-08-04,0,3,"Grounded summary for CP-00270: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00271,Counterparty 00271 Holdings,GB,medium,2025-08-03,0,4,"Grounded summary for CP-00271: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00272,Counterparty 00272 Holdings,KY,low,2025-08-02,0,1,"Grounded summary for CP-00272: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00273,Counterparty 00273 Holdings,DE,critical,2025-08-01,0,2,"Grounded summary for CP-00273: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00274,Counterparty 00274 Holdings,AE,high,2025-07-31,0,3,"Grounded summary for CP-00274: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00275,Counterparty 00275 Holdings,SG,medium,2025-07-30,0,4,"Grounded summary for CP-00275: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00276,Counterparty 00276 Holdings,US,low,2025-07-29,0,1,"Grounded summary for CP-00276: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00277,Counterparty 00277 Holdings,GB,critical,2025-07-28,0,2,"Grounded summary for CP-00277: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00278,Counterparty 00278 Holdings,KY,high,2025-07-27,0,3,"Grounded summary for CP-00278: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00279,Counterparty 00279 Holdings,DE,medium,2025-07-26,0,4,"Grounded summary for CP-00279: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00280,Counterparty 00280 Holdings,AE,low,2025-07-25,0,1,"Grounded summary for CP-00280: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00281,Counterparty 00281 Holdings,SG,critical,2025-07-24,0,2,"Grounded summary for CP-00281: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00282,Counterparty 00282 Holdings,US,high,2025-07-23,0,3,"Grounded summary for CP-00282: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00283,Counterparty 00283 Holdings,GB,medium,2025-07-22,0,4,"Grounded summary for CP-00283: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00284,Counterparty 00284 Holdings,KY,low,2025-07-21,0,1,"Grounded summary for CP-00284: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00285,Counterparty 00285 Holdings,DE,critical,2025-07-20,0,2,"Grounded summary for CP-00285: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00286,Counterparty 00286 Holdings,AE,high,2025-07-19,0,3,"Grounded summary for CP-00286: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00287,Counterparty 00287 Holdings,SG,medium,2025-07-18,0,4,"Grounded summary for CP-00287: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00288,Counterparty 00288 Holdings,US,low,2025-07-17,0,1,"Grounded summary for CP-00288: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00289,Counterparty 00289 Holdings,GB,critical,2025-07-16,0,2,"Grounded summary for CP-00289: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00290,Counterparty 00290 Holdings,KY,high,2025-07-15,0,3,"Grounded summary for CP-00290: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00291,Counterparty 00291 Holdings,DE,medium,2025-07-14,0,4,"Grounded summary for CP-00291: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00292,Counterparty 00292 Holdings,AE,low,2025-07-13,0,1,"Grounded summary for CP-00292: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00293,Counterparty 00293 Holdings,SG,critical,2025-07-12,0,2,"Grounded summary for CP-00293: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-00294,Counterparty 00294 Holdings,US,high,2025-07-11,0,3,"Grounded summary for CP-00294: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-00295,Counterparty 00295 Holdings,GB,medium,2025-07-10,0,4,"Grounded summary for CP-00295: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-00296,Counterparty 00296 Holdings,KY,low,2025-07-09,0,1,"Grounded summary for CP-00296: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-00297,Counterparty 00297 Holdings,DE,critical,2025-07-08,0,2,"Grounded summary for CP-00297: jurisdictional exposure, UBO depth 2, sanctions hits 0."
